Stratum,Metabolite,Mean_0_1R,Mean_2R_plus,mean_diff,p_value,FDR,Analysis_Type,Test_Method,Median_0_1R,Median_2R_plus,median_diff,Median_No_2R,Median_Has_2R,n_no_2R,n_has_2R
Early (≤30 days),Prednisone..HILIC.,NA,NA,NA,0.9999999999999998,1,Predefined,patient_level,NA,NA,1012.3999999999214,46430.000000000015,47442.399999999936,5,13
Early (≤30 days),Cortisone..HILIC.,NA,NA,NA,0.09453781512605043,0.4411764705882354,Predefined,patient_level,NA,NA,-11430.650000000023,46172.15000000003,34741.50000000001,5,13
Early (≤30 days),Tetrahydrocorticosterone..C18.,NA,NA,NA,1,1,Predefined,patient_level,NA,NA,70037.19999999763,1062268.200000001,1132305.3999999985,5,13
Early (≤30 days),Tetrahydrocortisone..C18.,NA,NA,NA,0.3359010270774977,0.783769063180828,Predefined,patient_level,NA,NA,-7116.500000000029,77097.19999999998,69980.69999999995,5,13
Early (≤30 days),Prednisone..C18.,NA,NA,NA,0.09453781512605043,0.4411764705882354,Predefined,patient_level,NA,NA,-20220.450000000143,84507.15000000005,64286.69999999991,5,13
Early (≤30 days),Cortisone.acetate..HILIC.,NA,NA,NA,0.7028478057889822,1,Predefined,patient_level,NA,NA,1563.699999999997,51619.249999999985,53182.94999999998,5,13
Early (≤30 days),Dexamethasone.acetate.anhydrous..C18.,NA,NA,NA,0.09453781512605043,0.4411764705882354,Predefined,patient_level,NA,NA,-20586.700000000055,63846.10000000006,43259.4,5,13
Early (≤30 days),Fludrocortisone.acetate..HILIC.,NA,NA,NA,0.24603174603174605,0.6888888888888889,Predefined,patient_level,NA,NA,6665.3499999999985,24641.45,31306.8,5,13
Early (≤30 days),Fludrocortisone..C18.,NA,NA,NA,0.8489729225023341,1,Predefined,patient_level,NA,NA,-602.1499999999869,57100.64999999998,56498.49999999999,5,13
Early (≤30 days),Hydrocortisone.sodium.succinate..HILIC.,NA,NA,NA,1,1,Predefined,patient_level,NA,NA,2722.549986180762,26265.650013819217,28988.19999999998,5,13
Early (≤30 days),Mycophenolic.acid.O.acyl.glucuronide..C18.,NA,NA,NA,0.92413632119514455,1,Predefined,patient_level,NA,NA,240318.04999999912,871357.050000001,1111675.1,5,13
Medium (31-90 days),Mycophenolate..C18.,1222830.0399999996,752411.0999999994,-470418.9400000002,0.20508545002367642,0.5409808987297734,Predefined,ttest,NA,NA,NA,NA,NA,NA,NA
Medium (31-90 days),Mycophenolate..HILIC.,37563135.65984369,17506855.88562905,-20056279.77421464,0.07758059148021246,0.5409808987297734,Predefined,ttest,NA,NA,NA,NA,NA,NA,NA
Medium (31-90 days),X11.Dehydrocorticosterone..HILIC.,48697.92249674584,39802.04999999999,-8895.872496745855,0.6369600141763458,0.9296057494345654,Predefined,ttest,NA,NA,NA,NA,NA,NA,NA
Medium (31-90 days),Prednisone..HILIC.,42040.26249999999,40453.774999999965,-1586.4875000000247,0.8422283582716553,0.9296057494345654,Predefined,ttest,NA,NA,NA,NA,NA,NA,NA
Medium (31-90 days),Cortisone..HILIC.,32811.9275,31223.837499999994,-1588.0900000000038,0.9296057494345654,0.9296057494345654,Predefined,ttest,NA,NA,NA,NA,NA,NA,NA
Medium (31-90 days),Tetrahydrocorticosterone..C18.,1060244.245047659,1104336.2749999997,44092.02995234076,0.8514542087400373,0.9296057494345654,Predefined,ttest,NA,NA,NA,NA,NA,NA,NA
Medium (31-90 days),Tetrahydrocortisone..C18.,87456.495,68231.04999999999,-19225.445000000007,0.38167033021554986,0.7633406604310997,Predefined,ttest,NA,NA,NA,NA,NA,NA,NA
Medium (31-90 days),Prednisone..C18.,78336.08123644748,34675.93750000002,-43660.14373644746,0.024826972466695685,0.3475776145337396,Predefined,ttest,NA,NA,NA,NA,NA,NA,NA
Medium (31-90 days),Cortisone.acetate..HILIC.,58150.014998696424,45243.450000000004,-12906.56499869642,0.1680446564792167,0.5409808987297734,Predefined,ttest,NA,NA,NA,NA,NA,NA,NA
Medium (31-90 days),Dexamethasone.acetate.anhydrous..C18.,52133.38250000001,45332.77500000001,-6800.607499999998,0.5369764676614677,0.9296057494345654,Predefined,ttest,NA,NA,NA,NA,NA,NA,NA
Medium (31-90 days),Fludrocortisone.acetate..HILIC.,29771.81999728086,26478.75000000001,-3293.0699972808507,0.23184895659847432,0.5409808987297734,Predefined,ttest,NA,NA,NA,NA,NA,NA,NA
Medium (31-90 days),Fludrocortisone..C18.,58989.14749999999,60131.075000000004,1141.9275000000125,0.9060290531683736,0.9296057494345654,Predefined,ttest,NA,NA,NA,NA,NA,NA,NA
Medium (31-90 days),Hydrocortisone.sodium.succinate..HILIC.,34028.617499288186,36971.72500000002,2943.1075007118343,0.749244026930961,0.9296057494345654,Predefined,ttest,NA,NA,NA,NA,NA,NA,NA
Medium (31-90 days),Mycophenolic.acid.O.acyl.glucuronide..C18.,1334235.884823226,734375.8506994647,-599860.0341237612,0.15679012092432895,0.5409808987297734,Predefined,ttest,NA,NA,NA,NA,NA,NA,NA
Medium (31-90 days),Mycophenolate..C18.,NA,NA,NA,0.29779206277732967,0.9444329669790502,Predefined,wilcoxon_log2,20.12000708052294,19.66142017155196,-0.45858690897097887,NA,NA,NA,NA
Medium (31-90 days),Mycophenolate..HILIC.,NA,NA,NA,0.24455710167243752,0.9444329669790502,Predefined,wilcoxon_log2,24.595493743157167,23.786291354375514,-0.8092023887816531,NA,NA,NA,NA
Medium (31-90 days),X11.Dehydrocorticosterone..HILIC.,NA,NA,NA,0.42596681278775245,0.9842726757077296,Predefined,wilcoxon_log2,15.33661220813238,14.80204170490476,-0.53457050322762,NA,NA,NA,NA
Medium (31-90 days),Prednisone..HILIC.,NA,NA,NA,0.7678322811618331,0.9842726757077296,Predefined,wilcoxon_log2,15.15304402123709,15.308241418741815,0.1551973975047254,NA,NA,NA,NA
Medium (31-90 days),Cortisone..HILIC.,NA,NA,NA,0.9511358645945761,0.9842726757077296,Predefined,wilcoxon_log2,14.685451891031132,14.19397863800621,-0.49147325302492284,NA,NA,NA,NA
Medium (31-90 days),Tetrahydrocorticosterone..C18.,NA,NA,NA,0.9842726757077296,0.9842726757077296,Predefined,wilcoxon_log2,20.010806327084055,19.99542704796876,-0.015379279115293798,NA,NA,NA,NA
Medium (31-90 days),Tetrahydrocortisone..C18.,NA,NA,NA,0.8223336666113945,0.9842726757077296,Predefined,wilcoxon_log2,16.006668311506232,15.772143732106048,-0.23452457940018334,NA,NA,NA,NA
Medium (31-90 days),Prednisone..C18.,NA,NA,NA,0.2883175152707268,0.9444329669790502,Predefined,wilcoxon_log2,15.68410649012313,15.364071036031838,-0.3200354540912915,NA,NA,NA,NA
Medium (31-90 days),Cortisone.acetate..HILIC.,NA,NA,NA,0.20702609925525406,0.9444329669790502,Predefined,wilcoxon_log2,15.654079711117866,15.408978245130722,-0.245101465987144,NA,NA,NA,NA
Medium (31-90 days),Dexamethasone.acetate.anhydrous..C18.,NA,NA,NA,0.890424379930903,0.9842726757077296,Predefined,wilcoxon_log2,15.641826128978897,15.420458043493145,-0.22136808548575182,NA,NA,NA,NA
Medium (31-90 days),Fludrocortisone.acetate..HILIC.,NA,NA,NA,0.7980346369455842,0.9842726757077296,Predefined,wilcoxon_log2,14.63628782160923,14.69918827881836,0.06290045720913007,NA,NA,NA,NA
Medium (31-90 days),Fludrocortisone..C18.,NA,NA,NA,0.7084146709784827,0.9842726757077296,Predefined,wilcoxon_log2,15.721402782659183,15.90136533177509,0.17996254911590626,NA,NA,NA,NA
Medium (31-90 days),Hydrocortisone.sodium.succinate..HILIC.,NA,NA,NA,0.5150753953930358,0.9842726757077296,Predefined,wilcoxon_log2,14.718675436223787,15.391986794568892,0.6733113583451047,NA,NA,NA,NA
Medium (31-90 days),Mycophenolic.acid.O.acyl.glucuronide..C18.,NA,NA,NA,0.33729748820680366,0.9444329669790502,Predefined,wilcoxon_log2,20.12871944693757,19.39980836728904,-0.7289110796485296,NA,NA,NA,NA
Medium (31-90 days),Mycophenolate..C18.,NA,NA,NA,0.29779206277732967,0.9444329669790502,Predefined,wilcoxon_nonlog2,1139580.85,872004.9500000003,-267575.8999999998,NA,NA,NA,NA
Medium (31-90 days),Mycophenolate..HILIC.,NA,NA,NA,0.24455710167243752,0.9444329669790502,Predefined,wilcoxon_nonlog2,25437803.04999998,18658353.746258095,-6779449.3037418835,NA,NA,NA,NA
Medium (31-90 days),X11.Dehydrocorticosterone..HILIC.,NA,NA,NA,0.42596681278775245,0.9842726757077296,Predefined,wilcoxon_nonlog2,41386.70000000001,28797.249999999993,-12589.450000000019,NA,NA,NA,NA
Medium (31-90 days),Prednisone..HILIC.,NA,NA,NA,0.7678322811618331,0.9842726757077296,Predefined,wilcoxon_nonlog2,36440.85000000002,40975.09999999996,4534.249999999942,NA,NA,NA,NA
Medium (31-90 days),Cortisone..HILIC.,NA,NA,NA,0.9511358645945761,0.9842726757077296,Predefined,wilcoxon_nonlog2,26350.200000000004,31914.9,5564.699999999997,NA,NA,NA,NA
Medium (31-90 days),Tetrahydrocorticosterone..C18.,NA,NA,NA,0.9842726757077296,0.9842726757077296,Predefined,wilcoxon_nonlog2,1056534.5499999998,1047260.2499999993,-9274.300000000512,NA,NA,NA,NA
Medium (31-90 days),Tetrahydrocortisone..C18.,NA,NA,NA,0.8223336666113945,0.9842726757077296,Predefined,wilcoxon_nonlog2,66769.05,56435.44999999997,-10333.600000000035,NA,NA,NA,NA
Medium (31-90 days),Prednisone..C18.,NA,NA,NA,0.2883175152707268,0.9444329669790502,Predefined,wilcoxon_nonlog2,52758.34999999998,42496.40000000004,-10261.949999999939,NA,NA,NA,NA
Medium (31-90 days),Cortisone.acetate..HILIC.,NA,NA,NA,0.20702609925525406,0.9444329669790502,Predefined,wilcoxon_nonlog2,51565.249999999956,44396.249999999985,-7168.999999999971,NA,NA,NA,NA
Medium (31-90 days),Dexamethasone.acetate.anhydrous..C18.,NA,NA,NA,0.890424379930903,0.9842726757077296,Predefined,wilcoxon_nonlog2,51160.100000000006,46155.500000000015,-5004.599999999991,NA,NA,NA,NA
Medium (31-90 days),Fludrocortisone.acetate..HILIC.,NA,NA,NA,0.7980346369455842,0.9842726757077296,Predefined,wilcoxon_nonlog2,25466.849999999984,26701.35000000002,1234.5000000000364,NA,NA,NA,NA
Medium (31-90 days),Fludrocortisone..C18.,NA,NA,NA,0.7084146709784827,0.9842726757077296,Predefined,wilcoxon_nonlog2,54031.05000000002,61205.95,7174.89999999998,NA,NA,NA,NA
Medium (31-90 days),Hydrocortisone.sodium.succinate..HILIC.,NA,NA,NA,0.5150753953930358,0.9842726757077296,Predefined,wilcoxon_nonlog2,26963.34999999999,43093.50000000003,16130.150000000038,NA,NA,NA,NA
Medium (31-90 days),Mycophenolic.acid.O.acyl.glucuronide..C18.,NA,NA,NA,0.33729748820680366,0.9444329669790502,Predefined,wilcoxon_nonlog2,1146755.600000001,773645.7513989295,-373109.8486010715,NA,NA,NA,NA
Late (91-180 days),Mycophenolate..C18.,1172803.325,916339.7250000006,-256463.5999999994,0.15614772279591052,0.6574017292232583,Predefined,ttest,NA,NA,NA,NA,NA,NA,NA
Late (91-180 days),Mycophenolate..HILIC.,35829325.64215454,21593266.371015295,-14236059.271139242,0.224183575160371,0.6574017292232583,Predefined,ttest,NA,NA,NA,NA,NA,NA,NA
Late (91-180 days),X11.Dehydrocorticosterone..HILIC.,43587.30535714285,55909.21250000003,12321.907142857177,0.6341058310311558,0.9863868482706868,Predefined,ttest,NA,NA,NA,NA,NA,NA,NA
Late (91-180 days),Prednisone..HILIC.,43448.16785714286,66069.09999999995,22620.93214285709,0.1636044725545316,0.6574017292232583,Predefined,ttest,NA,NA,NA,NA,NA,NA,NA
Late (91-180 days),Cortisone..HILIC.,32954.582142857136,46199.25001265207,13244.667869794932,0.4919608399412433,0.9566065128840331,Predefined,ttest,NA,NA,NA,NA,NA,NA,NA
Late (91-180 days),Tetrahydrocorticosterone..C18.,1115556.4998797367,1167222.3996611382,51665.8997814015,0.4086995980801267,0.9536323955202957,Predefined,ttest,NA,NA,NA,NA,NA,NA,NA
Late (91-180 days),Tetrahydrocortisone..C18.,72576.72142854691,74536.37499999996,1959.6535714530473,0.912537454338771,0.9872505978563587,Predefined,ttest,NA,NA,NA,NA,NA,NA,NA
Late (91-180 days),Prednisone..C18.,94418.89642173046,68686.63750000003,-25732.258921730434,0.5466322930765903,0.9566065128840331,Predefined,ttest,NA,NA,NA,NA,NA,NA,NA
Late (91-180 days),Cortisone.acetate..HILIC.,49886.9392862508,49708.82499999998,-178.11428625082044,0.9774810538881069,0.9872505978563587,Predefined,ttest,NA,NA,NA,NA,NA,NA,NA
Late (91-180 days),Dexamethasone.acetate.anhydrous..C18.,50648.84642817236,51268.475000062725,619.6285718903673,0.9872505978563587,0.9872505978563587,Predefined,ttest,NA,NA,NA,NA,NA,NA,NA
Late (91-180 days),Fludrocortisone.acetate..HILIC.,25412.746428494836,14180.224999999995,-11232.521428494842,0.23478633186544942,0.6574017292232583,Predefined,ttest,NA,NA,NA,NA,NA,NA,NA
Late (91-180 days),Fludrocortisone..C18.,57870.07857142857,59609.225,1739.146428571432,0.8916382651582935,0.9872505978563587,Predefined,ttest,NA,NA,NA,NA,NA,NA,NA
Late (91-180 days),Hydrocortisone.sodium.succinate..HILIC.,35961.4,25524.35,-10437.050000000003,0.03168872120602626,0.4436420968843677,Predefined,ttest,NA,NA,NA,NA,NA,NA,NA
Late (91-180 days),Mycophenolic.acid.O.acyl.glucuronide..C18.,1105970.9823100483,1089641.124432251,-16329.857877797214,0.8345456805501745,0.9872505978563587,Predefined,ttest,NA,NA,NA,NA,NA,NA,NA
Late (91-180 days),Mycophenolate..C18.,NA,NA,NA,0.27858731924360397,0.657499073044123,Predefined,wilcoxon_log2,20.03620880265696,19.684358141689323,-0.3518506609676386,NA,NA,NA,NA
Late (91-180 days),Mycophenolate..HILIC.,NA,NA,NA,0.5122531379804476,0.657499073044123,Predefined,wilcoxon_log2,24.568539673743402,23.89741945156239,-0.6711202221810133,NA,NA,NA,NA
Late (91-180 days),X11.Dehydrocorticosterone..HILIC.,NA,NA,NA,0.45535779137535437,0.657499073044123,Predefined,wilcoxon_log2,14.563847079831952,15.871560417103328,1.3077133372713767,NA,NA,NA,NA
Late (91-180 days),Prednisone..HILIC.,NA,NA,NA,0.07185761957730813,0.657499073044123,Predefined,wilcoxon_log2,15.203320308019874,15.784451276923015,0.5811309689031408,NA,NA,NA,NA
Late (91-180 days),Cortisone..HILIC.,NA,NA,NA,0.49115684093437145,0.657499073044123,Predefined,wilcoxon_log2,14.89261625122649,14.885427780757759,-0.0071884704687317225,NA,NA,NA,NA
Late (91-180 days),Tetrahydrocorticosterone..C18.,NA,NA,NA,0.5635706340378197,0.657499073044123,Predefined,wilcoxon_log2,20.052898095741305,20.140913631839275,0.08801553609796997,NA,NA,NA,NA
Late (91-180 days),Tetrahydrocortisone..C18.,NA,NA,NA,0.4417126287043327,0.657499073044123,Predefined,wilcoxon_log2,15.874607862968144,16.09888148962852,0.2242736266603771,NA,NA,NA,NA
Late (91-180 days),Prednisone..C18.,NA,NA,NA,0.5268631813125695,0.657499073044123,Predefined,wilcoxon_log2,15.98707524611294,15.624331371427573,-0.36274387468536773,NA,NA,NA,NA
Late (91-180 days),Cortisone.acetate..HILIC.,NA,NA,NA,0.8047274749721912,0.8666295884315905,Predefined,wilcoxon_log2,15.530113004769142,15.581087747038932,0.050974742269790596,NA,NA,NA,NA
Late (91-180 days),Dexamethasone.acetate.anhydrous..C18.,NA,NA,NA,0.5304243567080777,0.657499073044123,Predefined,wilcoxon_log2,15.488323811139617,14.522709485691523,-0.9656143254480938,NA,NA,NA,NA
Late (91-180 days),Fludrocortisone.acetate..HILIC.,NA,NA,NA,0.20850945494994438,0.657499073044123,Predefined,wilcoxon_log2,14.646666123917399,12.735594194039408,-1.9110719298779912,NA,NA,NA,NA
Late (91-180 days),Fludrocortisone..C18.,NA,NA,NA,0.978031145717464,0.978031145717464,Predefined,wilcoxon_log2,15.740659172168208,15.623062933579723,-0.11759623858848478,NA,NA,NA,NA
Late (91-180 days),Hydrocortisone.sodium.succinate..HILIC.,NA,NA,NA,0.49115684093437145,0.657499073044123,Predefined,wilcoxon_log2,14.798146253310016,14.595470279362075,-0.20267597394794024,NA,NA,NA,NA
Late (91-180 days),Mycophenolic.acid.O.acyl.glucuronide..C18.,NA,NA,NA,0.27858731924360397,0.657499073044123,Predefined,wilcoxon_log2,20.17500393067306,20.053230752976674,-0.12177317769638663,NA,NA,NA,NA
Late (91-180 days),Mycophenolate..C18.,NA,NA,NA,0.27858731924360397,0.657499073044123,Predefined,wilcoxon_nonlog2,1075416.5,842943.8500000009,-232472.6499999991,NA,NA,NA,NA
Late (91-180 days),Mycophenolate..HILIC.,NA,NA,NA,0.5122531379804476,0.657499073044123,Predefined,wilcoxon_nonlog2,24896783.540163577,20423822.692030586,-4472960.84813299,NA,NA,NA,NA
Late (91-180 days),X11.Dehydrocorticosterone..HILIC.,NA,NA,NA,0.45535779137535437,0.657499073044123,Predefined,wilcoxon_nonlog2,24860.75,62186.250000000044,37325.500000000044,NA,NA,NA,NA
Late (91-180 days),Prednisone..HILIC.,NA,NA,NA,0.07185761957730813,0.657499073044123,Predefined,wilcoxon_nonlog2,37727.35000000002,56641.84999999993,18914.499999999913,NA,NA,NA,NA
Late (91-180 days),Cortisone..HILIC.,NA,NA,NA,0.49115684093437145,0.657499073044123,Predefined,wilcoxon_nonlog2,30417.550000000017,30309.800025304125,-107.74997469589289,NA,NA,NA,NA
Late (91-180 days),Tetrahydrocorticosterone..C18.,NA,NA,NA,0.5635706340378197,0.657499073044123,Predefined,wilcoxon_nonlog2,1087910.3499999992,1156879.1487981244,68968.79879812524,NA,NA,NA,NA
Late (91-180 days),Tetrahydrocortisone..C18.,NA,NA,NA,0.4417126287043327,0.657499073044123,Predefined,wilcoxon_nonlog2,60082.15000000005,70194.34999999995,10112.199999999895,NA,NA,NA,NA
Late (91-180 days),Prednisone..C18.,NA,NA,NA,0.5268631813125695,0.657499073044123,Predefined,wilcoxon_nonlog2,65185.94990422651,51268.450000000004,-13917.499904226504,NA,NA,NA,NA
